Last Name,Nationality,Date of Birth,Team,Total Goals,Shots Created per 90 Minutes,Assists
Nguyen,France,13/01/1998,Arsenal,3,4.29,2
Scott,England,21/06/2006,Everton,3,3.07,4
Page,Uruguay,24/07/1990,Leeds United,3,2.12,11
Walls,France,02/03/1994,Leicester City,3,1.47,14
Hall,France,10/03/1991,Manchester United,3,1.17,0
Green,Netherlands,06/11/2001,Everton,3,4.78,0
Short,Sweden,12/08/1984,Manchester United,3,1.57,12
Ellis,Denmark,14/06/1998,Manchester United,3,4.23,2
Miller,Scotland,29/09/1988,Newcastle United,3,1.03,6
Trujillo,Germany,25/11/1998,Manchester City,3,1.5,13
Joyce,Sweden,24/06/1988,Liverpool,3,0.64,6
Anderson,Italy,27/07/1992,Manchester City,3,4.08,7
Norman,Scotland,19/03/1990,Newcastle United,3,1.67,9
Castro,Denmark,23/08/1984,Tottenham Hotspur,3,0.94,1
Mcneil,Spain,18/08/1994,Manchester City,3,1.89,2
Goodwin,Denmark,20/08/1994,Manchester United,3,3.33,3
Parker,Portugal,01/12/2005,Everton,3,0.91,2
Key,Argentina,31/07/1994,Leeds United,3,2.12,3
Peters,Scotland,25/12/1996,Chelsea,3,1.32,11
Reyes,Netherlands,04/07/1987,Manchester United,3,4.53,9
Payne,Uruguay,10/03/2005,Arsenal,3,4.73,4
Bradford,Denmark,17/12/1984,Aston Villa,3,4.2,8
Rhodes,Netherlands,08/07/1986,Newcastle United,3,3.46,7
Perez,Italy,11/08/2003,Newcastle United,3,0.97,0
Davis,Uruguay,25/08/1990,Leeds United,3,4.8,3
Lara,Netherlands,08/04/1986,Liverpool,3,1.55,11
Peterson,Belgium,08/08/2003,Leicester City,3,3.56,3
Chavez,Argentina,22/04/1995,Leeds United,3,3.26,0
Bridges,France,16/07/1984,Aston Villa,3,1.28,9
Costa,Spain,20/08/2006,Manchester City,3,4.3,7
Parker,France,24/02/1989,Tottenham Hotspur,3,1.18,11
Robinson,England,01/07/1989,Manchester United,3,4.01,13
Decker,Germany,10/08/1985,Leeds United,3,0.9,7
Barron,France,07/11/2000,Aston Villa,3,0.78,2
Blevins,France,28/07/2001,Liverpool,3,1.92,7
Gonzales,Argentina,26/01/2005,Liverpool,3,1.52,1
Harrison,France,01/06/1990,Aston Villa,3,2.54,7
Wheeler,Germany,30/08/1988,Arsenal,3,4.24,2
Greene,Scotland,18/03/1997,Manchester United,3,0.77,7
Dennis,Sweden,08/06/1988,West Ham United,3,4.92,11
Williams,France,15/04/2002,West Ham United,3,4.72,3
Wright,Portugal,17/08/1987,Aston Villa,3,4.62,11
Ho,Scotland,11/09/2005,Leicester City,3,4.13,14
Mccoy,Sweden,01/08/1989,Leicester City,3,1.32,8
Coffey,Netherlands,21/12/1995,Leicester City,3,1.52,15
Smith,Italy,16/01/2002,Tottenham Hotspur,3,3.4,15
Stewart,Belgium,12/03/1990,Newcastle United,3,4.54,11
Taylor,England,06/12/2004,Arsenal,3,1.75,5
Wade,Sweden,14/02/1986,Tottenham Hotspur,3,2.5,12
Lewis,Netherlands,03/06/2001,Manchester United,3,1.87,12
Garcia,Netherlands,24/02/1996,Manchester City,3,2.2,3
Blake,Sweden,13/01/1996,Tottenham Hotspur,3,4.39,0
Jackson,France,29/12/2002,Leicester City,3,3.91,14
Maxwell,Belgium,19/07/1988,Leeds United,3,3.7,12
Mccarthy,England,19/08/1984,West Ham United,3,3.91,15
Davila,Sweden,09/07/1991,Tottenham Hotspur,3,2.07,5
Wilcox,Scotland,07/12/1995,Newcastle United,3,2.93,0
Bauer,Denmark,08/04/1997,Everton,3,2,0
Graham,Spain,27/07/2005,Tottenham Hotspur,3,2.16,9
Chen,Germany,19/02/2005,Everton,3,1.96,1
Calhoun,Denmark,27/11/2002,Manchester City,3,3.03,3
Soto,Germany,16/04/1995,Manchester United,3,2.21,2
Montoya,France,08/05/1989,Leicester City,3,3.1,8
Jones,England,25/01/1997,Liverpool,3,4.53,13
Stout,Germany,12/01/1989,Arsenal,3,1.53,8
Rios,Sweden,29/09/1990,Everton,3,2.82,10
Brown,Uruguay,16/10/1987,Manchester United,3,2.73,3
Lopez,Portugal,23/03/2006,Manchester United,3,3.43,10
Cohen,Uruguay,20/02/2004,Leicester City,3,0.93,2
Thompson,Italy,12/05/2006,Leicester City,3,4.8,12
Miller,Sweden,28/11/2006,West Ham United,3,2.36,10
Campbell,Italy,20/06/2006,Tottenham Hotspur,3,1.93,9
Payne,Uruguay,30/11/1991,Leeds United,3,2.56,2
Hernandez,Denmark,07/01/1997,Liverpool,3,3.24,8
Brown,Belgium,07/01/2003,Chelsea,3,1.36,2
Silva,Italy,07/05/2002,Everton,3,0.72,13
Carrillo,Italy,28/02/1995,Everton,3,1.71,12
Cook,Scotland,30/04/1991,Aston Villa,3,2.27,2
Myers,Denmark,02/01/1998,Chelsea,3,1.43,9
Ruiz,Germany,03/01/1995,Manchester City,3,4.84,13
Kennedy,Germany,09/05/1997,Arsenal,3,4.19,5
Larsen,Portugal,01/07/1991,Aston Villa,3,3.99,9
Yates,Sweden,26/02/2004,Leicester City,3,1.47,4
Howell,Denmark,31/10/1991,Leeds United,3,3.25,7
Stevens,Uruguay,18/09/1995,Newcastle United,3,2.78,6
Thomas,Germany,29/07/1995,Leicester City,3,2.36,5
Frederick,Sweden,11/02/1991,Newcastle United,3,2.78,15
Jackson,Sweden,24/10/1989,Chelsea,3,4.82,6
Oconnor,England,29/04/1997,Tottenham Hotspur,3,1.29,8
Page,Scotland,06/09/2001,Manchester United,3,2.62,3
Best,Denmark,23/10/2005,Arsenal,3,3.25,6
Williams,Denmark,06/04/1994,Leicester City,3,4.39,10
Contreras,Denmark,29/04/2006,Leicester City,3,3.62,2
Castro,Denmark,09/07/2004,Leicester City,3,2.75,12
Anderson,Uruguay,31/08/2005,Leeds United,3,3.47,8
Mason,Germany,28/02/2002,Manchester United,2,2.48,11
Lloyd,Spain,02/12/1987,Newcastle United,2,3.78,6
Brown,France,09/08/2002,Newcastle United,2,2.08,8
Green,Portugal,12/03/1999,Manchester City,2,2.16,3
Smith,Portugal,03/04/1989,West Ham United,2,1.95,14
Johnson,Sweden,24/06/1990,Leeds United,2,3.75,9
Walters,France,19/10/1999,Aston Villa,2,4.11,8
Wright,England,21/08/1996,Tottenham Hotspur,2,4.15,13
Hoffman,England,28/06/1988,Everton,2,2.21,11
Elliott,Uruguay,14/08/2006,Manchester City,2,3.29,14
Morales,Uruguay,15/12/1989,Chelsea,2,1.11,14
Preston,England,24/09/1989,Liverpool,2,2.29,8
Sampson,Germany,26/08/2004,Liverpool,2,2.44,4
Watkins,Portugal,01/11/2005,Liverpool,2,1.61,5
Taylor,Brazil,01/09/1986,Tottenham Hotspur,2,3.9,3
Webb,Uruguay,02/07/1991,Manchester United,2,1.67,13
Cooper,Belgium,06/08/1998,Tottenham Hotspur,2,2.42,10
Perez,Sweden,19/08/1998,Newcastle United,2,2.94,13
Fields,France,09/06/1990,Aston Villa,2,1.26,8
Wheeler,France,26/08/1996,Tottenham Hotspur,2,1.63,13
Martin,Belgium,14/10/1989,Liverpool,2,4.68,8
Cook,Italy,04/03/2000,Manchester City,2,4.53,1
Lloyd,Denmark,07/04/2005,Chelsea,2,2.27,6
Jackson,Brazil,13/07/1994,Arsenal,2,1,5
Harrington,England,08/09/2000,West Ham United,2,1.29,2
Roberts,Brazil,17/03/2001,Chelsea,2,4.22,13
Scott,Sweden,15/04/2002,Leeds United,2,4.93,12
Donaldson,Spain,05/11/1986,Tottenham Hotspur,2,1.73,6
Odom,Italy,08/11/2003,Arsenal,2,2.88,8
Joyce,Spain,06/02/2002,Newcastle United,2,1.96,10
Thornton,France,19/09/1994,Manchester City,2,2.45,6
Knight,Germany,31/07/1996,Aston Villa,2,3.31,4
Dunn,England,04/06/1991,Everton,2,0.93,9
Friedman,Portugal,16/02/2000,Liverpool,2,2.09,11
Cruz,Brazil,05/05/2003,Leeds United,2,3.95,12
Reyes,Portugal,01/05/1985,Arsenal,2,0.96,2
Flores,Denmark,16/09/2003,Leeds United,2,2.81,10
Copeland,Brazil,31/07/1994,Liverpool,2,2.76,14
Mcmahon,France,22/04/1984,Chelsea,2,4.72,5
White,Spain,15/01/2003,Aston Villa,2,1.32,11
English,Brazil,26/11/2001,Leeds United,2,2.76,14
Ward,Brazil,31/07/2000,Everton,2,3.84,13
Pugh,Italy,28/01/1995,Chelsea,2,4.37,12
Gibbs,England,04/06/1995,Chelsea,2,0.96,7
Brady,Scotland,24/10/1991,Everton,2,2.63,0
Rodriguez,France,11/12/2005,Tottenham Hotspur,2,4.84,4
Fletcher,Sweden,20/06/1989,Leicester City,2,3.33,12
Weiss,Brazil,25/07/2002,Aston Villa,2,3.86,14
Smith,Germany,16/12/1984,Leicester City,2,3.58,5
Allen,Portugal,14/12/2002,Chelsea,2,4.88,8
Wilson,Uruguay,16/07/1987,Liverpool,2,3.39,12
Taylor,Belgium,03/03/2006,Manchester United,2,2.07,9
Moore,Italy,29/02/1996,West Ham United,2,1.48,8
Bridges,France,03/09/1993,Manchester City,2,3.71,5
Massey,France,28/11/1999,Leeds United,2,2.87,3
King,Argentina,02/03/1991,Chelsea,2,2.69,0
Taylor,Germany,28/08/1996,Newcastle United,2,1.08,8
Webb,England,13/11/2006,Manchester United,2,3.03,3
Hernandez,Portugal,31/07/1989,Aston Villa,2,0.52,0
Hunter,England,16/12/1997,Newcastle United,2,1.34,4
Richard,Denmark,07/06/1999,Chelsea,2,2.11,6
Thompson,France,17/07/1997,Newcastle United,2,2.62,0
Wilson,Scotland,19/04/1997,Liverpool,2,2.96,7
Johnson,Scotland,08/12/2000,West Ham United,2,2.26,5
Robles,Portugal,19/04/2003,Everton,2,1.05,8
Heath,France,16/06/2000,Chelsea,2,1.72,15
Hawkins,Sweden,09/11/1985,Tottenham Hotspur,2,2.6,13
Padilla,Netherlands,24/12/1999,Everton,2,0.95,0
Silva,France,18/11/2000,Liverpool,2,0.89,2
Jones,Belgium,06/10/2001,West Ham United,2,4.43,4
Vasquez,Denmark,26/05/1987,Tottenham Hotspur,2,4.44,13
Jackson,Portugal,13/02/1997,Liverpool,2,3.7,10
Berger,Portugal,21/06/1991,Everton,2,1.91,4
Alexander,Denmark,14/10/1988,Newcastle United,2,2.26,1
Phillips,Belgium,07/05/1993,Liverpool,2,4.05,9
Phillips,England,28/07/2002,Liverpool,2,1.01,0
Brown,Scotland,06/09/2000,Manchester City,2,4.17,2
Bowers,Uruguay,30/08/1997,Everton,2,3.05,14
Chang,Argentina,18/10/1992,Chelsea,2,3.92,13
White,Netherlands,21/03/1991,Leicester City,2,1.14,4
Hall,Uruguay,26/05/2002,Chelsea,2,4.58,13
Evans,Germany,28/06/2003,Aston Villa,2,2.23,6
Jones,Uruguay,11/11/2006,Arsenal,2,2.91,8
Miller,Scotland,20/07/2001,Manchester City,2,2.57,4
Williams,Italy,27/06/1988,Liverpool,2,1.89,15
Miller,Germany,08/05/1989,Leicester City,2,1.95,0
Arnold,Netherlands,03/08/1999,Chelsea,2,1.36,0
Anderson,Argentina,05/07/1989,Newcastle United,2,1.79,12
Miller,Scotland,22/11/1986,Leeds United,2,1.67,6
Harrington,Scotland,03/06/1998,Manchester City,2,2.73,5
Johnson,Portugal,22/01/1997,Liverpool,2,4.95,0
King,Portugal,16/12/2002,Manchester United,2,2.8,8
Dunn,England,23/09/1990,Arsenal,2,1.66,12
Bauer,Uruguay,12/06/2004,Chelsea,2,2.47,13
Abbott,France,13/02/1997,Leeds United,2,4.65,3
White,Portugal,26/09/1989,Manchester City,2,3.17,11
Allen,France,06/11/1986,Manchester United,2,1.26,7
Parrish,Sweden,06/09/2004,Leeds United,2,3.57,15
Russell,France,02/03/1995,Manchester United,2,3.72,12
Brooks,Scotland,23/05/2001,Manchester United,2,2.8,9
Barry,Germany,09/09/1984,Liverpool,2,4.31,11
Sanders,Uruguay,10/04/2003,Liverpool,2,1.55,3
Smith,Scotland,13/05/2002,Chelsea,2,3.48,7
Baker,Belgium,31/07/2001,West Ham United,2,1.03,13
Kelley,England,03/06/2006,Manchester City,2,1.01,12
Ramos,France,06/08/1986,Leicester City,2,4.47,1
Nichols,Spain,05/05/1991,Manchester City,2,4.61,8
Sullivan,Netherlands,26/03/2005,Aston Villa,2,3.54,3
Ferguson,Italy,07/05/1989,Chelsea,2,1.49,3
Conley,Italy,17/12/1994,Chelsea,2,4.37,6
Medina,Netherlands,09/11/1989,West Ham United,2,1.53,1
Smith,Brazil,30/04/1999,Leicester City,2,0.52,3
Gonzalez,Belgium,28/03/1985,Aston Villa,2,0.96,12
Ingram,Spain,16/08/2001,Leeds United,2,1.14,3
Beck,Portugal,12/11/1992,Newcastle United,2,1.86,7
Perez,France,04/07/2003,Manchester United,2,3.37,4
Ross,Germany,19/05/2004,Arsenal,2,2.39,10
Lynn,Germany,29/09/1989,Manchester United,2,1.38,13
Bryant,Brazil,23/08/2006,Manchester United,2,3.66,5
Martinez,Uruguay,01/05/2000,Chelsea,2,4.99,8
Harvey,Spain,20/09/2005,Liverpool,2,0.61,14
Martin,Argentina,01/02/1993,West Ham United,2,2.32,6
Hawkins,Scotland,03/03/1986,Everton,2,4.42,12
Allen,Sweden,21/05/1991,Manchester United,2,1.29,6
Murphy,Belgium,25/09/2006,Manchester City,2,2.78,10
Soto,Denmark,13/07/2000,Everton,2,4.73,15
Bowman,England,08/02/2000,West Ham United,2,1.25,2
Rose,Italy,04/10/2002,Manchester United,2,4.85,2
Gross,Argentina,22/07/2001,Newcastle United,2,3.19,15
Frye,Brazil,02/02/2000,Tottenham Hotspur,2,4.11,10
Hart,Netherlands,15/06/2005,West Ham United,2,2.92,15
Williams,France,16/09/2003,West Ham United,2,3.04,15
Tran,Portugal,08/04/1999,Arsenal,2,3.37,5
Howell,Uruguay,16/02/1986,Liverpool,2,4.55,7
Fields,Belgium,02/10/2004,Newcastle United,2,2.55,5
Hudson,England,06/12/2001,Manchester City,2,4.89,13
Robinson,Belgium,08/06/1997,Leeds United,2,1.66,15
Miller,Spain,10/11/1985,Manchester City,2,1.24,3
Peterson,Belgium,13/09/1984,Everton,2,2.6,11
Gonzales,Denmark,02/01/1987,Aston Villa,2,2.53,5
Garcia,Germany,12/01/1996,Leicester City,2,1.24,12
Tanner,Portugal,26/12/2003,Chelsea,2,0.86,2
Guzman,Netherlands,13/09/1985,Aston Villa,2,3.34,2
Mills,Sweden,15/04/1998,Leicester City,2,3.68,4
Wheeler,France,18/10/1987,Newcastle United,2,1.65,4
Hurst,Spain,27/09/2004,Manchester United,2,3.33,15
Jordan,France,29/11/1997,Aston Villa,2,0.56,3
Brown,Uruguay,01/11/1984,Manchester United,2,3.85,9
Baker,Netherlands,08/11/1986,Aston Villa,2,4.5,0
Baker,Belgium,28/02/1995,Aston Villa,2,3.62,10
Miller,Brazil,06/11/2001,Liverpool,2,4.32,12
Wilkins,Sweden,04/07/2002,Chelsea,2,2.53,2
Marsh,Belgium,29/06/1986,Everton,2,4.89,6
Smith,Brazil,11/03/1998,Manchester United,2,4.9,4
Contreras,Spain,28/02/1993,Newcastle United,2,4.26,6
Thomas,Brazil,26/09/1988,Arsenal,2,4.65,1
Rice,Spain,25/01/1990,Aston Villa,2,2.11,10
Green,Belgium,28/10/2000,Arsenal,2,0.68,14
Gibson,Scotland,09/10/1995,Aston Villa,2,4.55,9
Snow,Italy,23/06/2001,Manchester United,2,3.09,3
Collins,France,02/09/1993,Leicester City,2,4.86,11
Woodard,France,07/09/1994,Leeds United,2,2.33,15
Jackson,Argentina,07/02/2003,Newcastle United,2,2.89,12
Ellis,Spain,07/02/1999,Chelsea,2,4.64,13
Doyle,Belgium,10/08/2005,Manchester City,2,4.96,2
Larson,Sweden,21/12/2006,Newcastle United,2,1.92,10
Chaney,Belgium,21/07/2001,Tottenham Hotspur,2,4.8,2
Martinez,England,17/03/1989,Arsenal,2,4.12,4
Travis,England,12/03/1988,Tottenham Hotspur,2,3.06,2
Williams,Argentina,13/09/1998,Arsenal,2,0.8,12
Oconnell,Germany,23/03/1996,Manchester City,2,1.26,0
Hamilton,Netherlands,10/08/2000,Manchester City,2,2.47,14
Williamson,Portugal,23/06/1995,West Ham United,2,3.57,6
Mendoza,Scotland,28/11/1990,Aston Villa,2,1.54,13
Hancock,Belgium,19/07/1985,Arsenal,2,4.01,2
Acevedo,England,16/12/2000,Manchester City,2,1.61,10
Evans,Spain,12/08/2003,Tottenham Hotspur,2,1.81,7
Patterson,Argentina,11/09/1994,Manchester City,2,3.91,12
Fletcher,Portugal,24/07/1985,Arsenal,2,2.58,4
Hart,Brazil,04/05/1987,Tottenham Hotspur,2,0.59,2
Harris,Belgium,11/04/2005,Aston Villa,2,3.57,8
Burns,Netherlands,19/10/2006,Chelsea,2,3.99,4
Robinson,Uruguay,30/06/1996,Liverpool,2,1,0
Rivera,Scotland,07/10/1993,Everton,2,4.88,15
Glenn,Uruguay,07/02/1993,West Ham United,2,4.96,13
Brown,Brazil,21/11/1989,Liverpool,2,4.3,8
Pineda,Germany,07/09/1996,Aston Villa,2,3.32,4
Smith,Uruguay,18/03/2001,Chelsea,2,4.61,6
Campbell,France,05/10/1985,Leicester City,2,2.44,5
Boyd,Portugal,12/07/2006,Manchester United,2,1.63,13
Elliott,Uruguay,21/02/1995,Aston Villa,2,0.86,14
Garrison,Denmark,09/02/1985,Chelsea,2,2.39,3
Tyler,Argentina,30/09/2006,Tottenham Hotspur,2,2.65,0
Vargas,Argentina,30/07/1999,West Ham United,2,4.86,14
Trujillo,Portugal,11/06/1988,Liverpool,2,0.79,4
Reyes,England,25/07/1992,West Ham United,2,3.51,4
Molina,Argentina,10/12/1989,West Ham United,2,3.15,1
Smith,Spain,18/07/1991,Leicester City,2,3.4,7
Campos,Sweden,06/03/2004,Tottenham Hotspur,2,4.78,4
Mitchell,France,18/03/1984,Chelsea,2,1.65,15
Burke,Germany,01/07/1999,Aston Villa,2,3.99,13
Evans,Belgium,18/07/1990,Chelsea,2,3.76,7
Smith,Germany,18/11/2006,Newcastle United,2,2.14,5
Kline,Scotland,18/09/2001,Everton,2,0.64,1
Thompson,Uruguay,02/11/1989,Chelsea,2,1.18,11
Smith,Argentina,01/11/2003,Aston Villa,2,2.83,5
Moss,Brazil,25/07/1996,Leicester City,2,4.16,6
Rojas,Netherlands,25/06/1990,Aston Villa,2,2.8,10
Aguilar,Denmark,15/12/1985,Arsenal,2,2.62,10
Young,Scotland,11/03/2004,Manchester City,2,1.16,2
Suarez,Netherlands,04/12/2003,Manchester United,2,4.55,6
Christian,Netherlands,06/02/1987,Manchester United,2,2.53,13
Dawson,Netherlands,27/04/1994,Manchester City,2,4.51,3
Moody,Spain,15/12/1998,Newcastle United,2,1.17,13
Braun,Belgium,02/12/1998,Manchester United,2,3.8,11
Moran,Denmark,06/01/2005,Tottenham Hotspur,2,3.08,7
Bowen,Scotland,29/07/1999,Manchester City,2,2.55,4
Coleman,Germany,16/02/1993,West Ham United,2,3.46,2
Walls,Uruguay,22/09/2006,Leeds United,2,0.73,1
Robertson,Germany,25/11/1984,Tottenham Hotspur,2,2.41,14
Adams,Sweden,11/12/1991,Arsenal,2,2.8,1
Allen,France,03/07/2002,West Ham United,2,2.43,11
Hill,Spain,18/07/2003,Arsenal,2,1.9,14
Graham,Sweden,02/11/2004,Chelsea,2,2.2,14
Gilmore,Uruguay,20/11/1985,Liverpool,2,4.35,2
Carr,England,21/10/1990,Manchester United,2,3.4,6
Gonzalez,Spain,03/08/2000,Arsenal,2,1.7,12
Alvarado,Sweden,15/03/2006,Newcastle United,2,1.4,3
Lawson,Uruguay,01/10/2005,Chelsea,2,1.63,5
Richmond,England,15/05/1985,Manchester United,2,3.5,4
Morales,Italy,28/07/1997,Everton,2,4.55,12
Curtis,Sweden,25/01/2003,Leicester City,2,3.71,3
White,Denmark,31/05/1998,Liverpool,2,1.44,11
Alvarado,Portugal,04/04/2000,Newcastle United,2,2.95,9
Bowen,England,21/01/1985,Manchester City,2,1.99,6
Turner,Scotland,17/09/1999,Tottenham Hotspur,2,3.78,8
Peck,England,02/08/2001,Leicester City,2,4.95,7
Hughes,Italy,17/01/1985,Newcastle United,2,1.2,0
Carpenter,France,29/11/1987,Leeds United,2,2.28,12
Wolfe,Portugal,23/11/1986,Arsenal,2,3.11,7
Pacheco,Portugal,18/02/1984,Chelsea,2,3.38,14
Smith,France,10/12/1988,West Ham United,2,3.2,5
Campbell,Netherlands,14/03/1999,West Ham United,2,1.38,6
Park,Uruguay,27/09/2005,Leicester City,2,1.55,6
Anderson,France,17/02/1985,Liverpool,2,3.78,4
Williams,Germany,14/06/1987,Chelsea,2,2.57,7
Collins,Portugal,17/08/1996,Liverpool,2,2.8,9
Davis,Scotland,10/03/1987,Aston Villa,2,2.21,14
Reid,Denmark,27/03/2000,Tottenham Hotspur,2,1.96,0
Thompson,Netherlands,17/12/1991,Manchester United,2,1.78,12
Murray,Brazil,23/12/1996,Arsenal,2,2.13,15
Walker,Sweden,18/06/1986,Tottenham Hotspur,2,0.87,13
Mitchell,Netherlands,12/06/1991,Aston Villa,2,0.88,13
Harris,Belgium,08/04/1984,Aston Villa,2,4.51,15
Hall,Denmark,10/05/1997,Everton,2,3.5,5
Drake,Portugal,06/05/1991,West Ham United,2,1.88,11
Lee,Spain,16/02/1986,Liverpool,2,1.92,12
Padilla,England,12/12/1991,Manchester City,2,2.57,0
Salazar,Argentina,12/08/1999,Leicester City,2,4.32,2
Collins,Belgium,12/05/2003,West Ham United,2,3.01,12
Anderson,Scotland,10/02/1996,Leeds United,2,3.99,7
Martinez,Netherlands,09/01/2003,Newcastle United,2,3.89,13
Jones,Scotland,02/11/1986,Everton,2,3.29,9
Bartlett,Italy,31/12/1992,Chelsea,2,1.39,9
Hill,England,07/11/1998,Arsenal,2,3.65,2
Powers,Germany,15/09/1995,Chelsea,2,4.97,8
Arnold,Italy,14/09/2002,Arsenal,2,1.81,0
Simon,Italy,17/11/2006,Tottenham Hotspur,2,4.19,4
Stone,Belgium,09/04/1986,Chelsea,2,2.38,5
Castillo,Sweden,11/06/2006,Everton,2,4.26,6
Barry,Portugal,30/09/2003,Chelsea,2,0.83,6
Raymond,Denmark,09/12/1986,Manchester City,2,4.73,3
Garcia,Belgium,26/03/1988,Manchester United,2,3.57,10
Reyes,England,11/12/1986,Arsenal,2,2.66,9
Johnson,England,03/09/2004,Leicester City,2,3.6,8
Cook,Argentina,05/04/1992,Everton,2,3.23,7
Davis,France,23/06/1989,Tottenham Hotspur,2,0.79,12
Wong,Scotland,15/11/1993,Liverpool,2,3.06,10
Krause,Argentina,15/06/2006,Chelsea,2,1.52,11
Durham,Germany,25/10/1986,Newcastle United,2,3.93,8
Charles,Belgium,01/02/1985,Manchester United,2,4.69,11
Scott,Uruguay,26/08/1986,Leeds United,2,2.69,3
Gutierrez,Italy,29/06/2004,Chelsea,2,1.51,0
Ballard,Sweden,25/07/1997,Liverpool,2,1.85,8
Castillo,England,04/06/2006,Liverpool,2,2.24,0
Vargas,Netherlands,25/06/2000,Liverpool,2,3.29,14
Harding,France,04/05/1994,Manchester City,2,4.49,2
Anderson,Sweden,08/03/1991,Liverpool,2,1.77,3
Carrillo,Scotland,28/04/1989,Aston Villa,2,4.42,5
Ryan,Sweden,11/03/2006,Tottenham Hotspur,2,4.25,4
Martinez,Sweden,03/06/2005,Newcastle United,2,4.01,15
Conley,Argentina,28/02/1984,Chelsea,2,3.26,1
Pena,Denmark,21/04/2005,Everton,2,3.31,10
Taylor,Sweden,26/04/1985,Aston Villa,2,0.83,13
Jimenez,Denmark,01/01/2007,Manchester United,2,1.32,15
Waters,Germany,26/04/1996,Manchester United,2,1.09,13
Hernandez,Netherlands,05/08/2006,Chelsea,2,4.05,13
Mccarty,Uruguay,21/08/1988,Newcastle United,2,1.93,2
Arnold,Germany,01/01/1988,Everton,2,4.59,14
Paul,Germany,06/09/1984,Leeds United,2,3.23,14
Thompson,Germany,09/01/1985,Aston Villa,2,0.63,10
Gibson,Argentina,01/03/2004,Leicester City,2,1.89,14
Stanley,Portugal,20/10/1991,Manchester United,2,4.53,1
Schmidt,Scotland,30/04/1989,Manchester City,2,3.52,2
Stevenson,Germany,20/04/1996,Manchester United,1,2.32,13
Hill,Portugal,12/10/2000,Manchester City,1,2.01,3
Robinson,Portugal,08/08/1995,Everton,1,2.61,15
Roberson,Spain,23/12/1992,West Ham United,1,3.33,12
Gray,France,22/01/1985,Arsenal,1,1.4,6
Dickerson,Spain,19/11/1985,West Ham United,1,2.74,11
Barnes,Scotland,30/09/1994,West Ham United,1,3.21,15
Johnson,Netherlands,11/09/2002,West Ham United,1,2.21,9
Holden,Brazil,05/03/1999,Chelsea,1,4.15,14
Barnes,Spain,14/01/2004,Newcastle United,1,3.14,5
Torres,France,12/12/1996,Newcastle United,1,3.59,4
Arnold,Uruguay,12/01/1995,Leeds United,1,4.59,1
Hess,Uruguay,24/03/2003,West Ham United,1,4.23,10
Stout,England,14/12/2006,Tottenham Hotspur,1,4.61,15
Hoover,England,29/01/1998,Arsenal,1,3.58,10
Walter,Uruguay,14/09/2006,Tottenham Hotspur,1,4.13,4
White,England,22/02/2002,West Ham United,1,1.61,9
Castro,Germany,26/01/2007,West Ham United,1,3.81,14
Gallagher,Germany,05/03/2003,West Ham United,1,1.17,3
Horne,France,02/04/1994,Liverpool,1,4.41,8
Jones,England,09/09/2003,Chelsea,1,4.5,12
Avery,Germany,07/11/1994,Tottenham Hotspur,1,3.62,0
Mitchell,Scotland,22/10/2003,Arsenal,1,1.4,10
Davis,Argentina,24/01/2007,Leicester City,1,3.8,13
Duffy,England,15/03/1997,Everton,1,1.07,3
Peters,Sweden,30/12/2001,Tottenham Hotspur,1,0.86,3
Maxwell,Uruguay,21/04/2005,Manchester City,1,2.09,14
Stein,Sweden,25/04/1994,Leeds United,1,4.95,6
Robles,Sweden,03/08/2002,Newcastle United,1,2.32,9
Case,Netherlands,04/04/1998,Newcastle United,1,3.18,4
Cohen,Argentina,24/08/1999,Everton,1,3.61,5
Steele,Belgium,27/02/2000,Manchester City,1,2.65,10
Smith,Spain,27/09/1994,Chelsea,1,4.74,10
Hill,Portugal,17/01/1987,Everton,1,4.2,9
Kim,Brazil,01/12/1988,Everton,1,4.32,12
Henderson,Portugal,18/08/1988,Aston Villa,1,3.01,4
Neal,Spain,04/02/2004,Leeds United,1,3.23,15
Gutierrez,Argentina,24/11/1998,Newcastle United,1,3.16,8
Vega,Sweden,27/07/1988,Newcastle United,1,4.61,5
Huffman,Spain,30/06/1986,Everton,1,2.24,6
Cooper,Uruguay,18/04/1997,Leicester City,1,2.69,0
Garcia,Spain,15/08/1998,Everton,1,3.68,7
Ortiz,Portugal,12/05/1989,Everton,1,4.75,10
Hill,Uruguay,17/09/1984,Leicester City,1,1.13,14
Bell,Germany,17/01/2000,Leicester City,1,0.81,12
Burnett,Scotland,19/02/2006,Manchester City,1,1.26,5
Brown,Spain,14/07/2002,Arsenal,1,4.97,14
Pittman,Argentina,14/04/1987,Chelsea,1,3.66,9
Smith,Belgium,25/01/1992,Manchester City,1,3.93,7
Conrad,Uruguay,09/10/1984,Aston Villa,1,2.26,13
Moreno,Uruguay,14/12/2000,Arsenal,1,2.8,3
Crawford,Netherlands,23/12/1997,Manchester United,1,2.3,13
West,Scotland,12/07/1988,Leeds United,1,1.72,15
Lucas,Denmark,23/12/1989,Newcastle United,1,1.24,2
Mendez,Scotland,21/09/2002,Manchester United,1,1.19,15
Rodriguez,Belgium,31/07/2002,Manchester City,1,1.96,11
Payne,Uruguay,08/10/1991,West Ham United,1,1.72,2
Waters,Brazil,30/05/1994,Liverpool,1,2.16,15
Stanley,Denmark,26/07/2004,Everton,1,4.71,5
